panel,name,OID
Olink ONCOLOGY II(v.7004),PODXL,OID00679
Olink ONCOLOGY II(v.7004),S100A4,OID00680
Olink ONCOLOGY II(v.7004),IGF1R,OID00681
Olink ONCOLOGY II(v.7004),ERBB2,OID00682
Olink ONCOLOGY II(v.7004),ERBB3,OID00683
Olink ONCOLOGY II(v.7004),SCF,OID00684
Olink ONCOLOGY II(v.7004),SPARC,OID00685
Olink ONCOLOGY II(v.7004),GZMH,OID00686
Olink ONCOLOGY II(v.7004),TGF-alpha,OID00687
Olink ONCOLOGY II(v.7004),FURIN,OID00688
Olink ONCOLOGY II(v.7004),CYR61,OID00689
Olink ONCOLOGY II(v.7004),hK14,OID00690
Olink ONCOLOGY II(v.7004),FADD,OID00691
Olink ONCOLOGY II(v.7004),MetAP 2,OID00692
Olink ONCOLOGY II(v.7004),PVRL4,OID00693
Olink ONCOLOGY II(v.7004),FASLG,OID00694
Olink ONCOLOGY II(v.7004),EPHA2,OID00695
Olink ONCOLOGY II(v.7004),ITGB5,OID00696
Olink ONCOLOGY II(v.7004),Gal-1,OID00697
Olink ONCOLOGY II(v.7004),SEZ6L,OID00698
Olink ONCOLOGY II(v.7004),GPNMB,OID00749
Olink ONCOLOGY II(v.7004),CAIX,OID00700
Olink ONCOLOGY II(v.7004),MIA,OID00701
Olink ONCOLOGY II(v.7004),CTSV,OID00702
Olink ONCOLOGY II(v.7004),CD27,OID00703
Olink ONCOLOGY II(v.7004),XPNPEP2,OID00704
Olink ONCOLOGY II(v.7004),ERBB4,OID00705
Olink ONCOLOGY II(v.7004),HGF,OID00706
Olink ONCOLOGY II(v.7004),ADAM 8,OID00707
Olink ONCOLOGY II(v.7004),5'-NT,OID00708
Olink ONCOLOGY II(v.7004),CDKN1A,OID00709
Olink ONCOLOGY II(v.7004),DLL1,OID00710
Olink ONCOLOGY II(v.7004),MK,OID00711
Olink ONCOLOGY II(v.7004),ABL1,OID00712
Olink ONCOLOGY II(v.7004),FGF-BP1,OID00713
Olink ONCOLOGY II(v.7004),TLR3,OID00714
Olink ONCOLOGY II(v.7004),LYN,OID00715
Olink ONCOLOGY II(v.7004),RET,OID00716
Olink ONCOLOGY II(v.7004),VIM,OID00717
Olink ONCOLOGY II(v.7004),TNFRSF19,OID00718
Olink ONCOLOGY II(v.7004),CRNN,OID00719
Olink ONCOLOGY II(v.7004),TCL1A,OID00720
Olink ONCOLOGY II(v.7004),CD160,OID00721
Olink ONCOLOGY II(v.7004),TNFRSF4,OID00722
Olink ONCOLOGY II(v.7004),MIC-A/B,OID00723
Olink ONCOLOGY II(v.7004),WISP-1,OID00724
Olink ONCOLOGY II(v.7004),CXL17,OID00725
Olink ONCOLOGY II(v.7004),PPY,OID00726
Olink ONCOLOGY II(v.7004),S100A11,OID00727
Olink ONCOLOGY II(v.7004),AREG,OID00728
Olink ONCOLOGY II(v.7004),ESM-1,OID00729
Olink ONCOLOGY II(v.7004),CD207,OID00730
Olink ONCOLOGY II(v.7004),ICOSLG,OID00731
Olink ONCOLOGY II(v.7004),WFDC2,OID00732
Olink ONCOLOGY II(v.7004),CXCL13,OID00733
Olink ONCOLOGY II(v.7004),MAD homolog 5,OID00734
Olink ONCOLOGY II(v.7004),ADAM-TS 15,OID00735
Olink ONCOLOGY II(v.7004),CD70,OID00736
Olink ONCOLOGY II(v.7004),RSPO3,OID00737
Olink ONCOLOGY II(v.7004),FR-gamma,OID00738
Olink ONCOLOGY II(v.7004),CEACAM5,OID00739
Olink ONCOLOGY II(v.7004),VEGFR-3,OID00740
Olink ONCOLOGY II(v.7004),MUC-16,OID00741
Olink ONCOLOGY II(v.7004),WIF-1,OID00742
Olink ONCOLOGY II(v.7004),GZMB,OID00743
Olink ONCOLOGY II(v.7004),FCRLB,OID00744
Olink ONCOLOGY II(v.7004),ANXA1,OID00745
Olink ONCOLOGY II(v.7004),FR-alpha,OID00746
Olink ONCOLOGY III(v.4001),CD22,OID05400
Olink ONCOLOGY III(v.4001),INPP1,OID05401
Olink ONCOLOGY III(v.4001),ALPP,OID05402
Olink ONCOLOGY III(v.4001),CGB3,OID05404
Olink ONCOLOGY III(v.4001),TBL1X,OID05405
Olink ONCOLOGY III(v.4001),NAMPT,OID05406
Olink ONCOLOGY III(v.4001),IL17F,OID05407
Olink ONCOLOGY III(v.4001),VMO1,OID05408
Olink ONCOLOGY III(v.4001),TPMT,OID05409
Olink ONCOLOGY III(v.4001),IFNGR2,OID05410
Olink ONCOLOGY III(v.4001),KLK4,OID05411
Olink ONCOLOGY III(v.4001),ERP44,OID05412
Olink ONCOLOGY III(v.4001),CBLN4,OID05413
Olink ONCOLOGY III(v.4001),ACAA1,OID05414
Olink ONCOLOGY III(v.4001),NT5C3A,OID05415
Olink ONCOLOGY III(v.4001),GAMT,OID05416
Olink ONCOLOGY III(v.4001),HEXA,OID05417
Olink ONCOLOGY III(v.4001),S100A16,OID05419
Olink ONCOLOGY III(v.4001),PSPN,OID05420
Olink ONCOLOGY III(v.4001),DCTPP1,OID05421
Olink ONCOLOGY III(v.4001),MANSC1,OID05422
Olink ONCOLOGY III(v.4001),GFER,OID05423
Olink ONCOLOGY III(v.4001),RP2,OID05424
Olink ONCOLOGY III(v.4001),JCHAIN,OID05425
Olink ONCOLOGY III(v.4001),RAB6A,OID05426
Olink ONCOLOGY III(v.4001),C1QA,OID05427
Olink ONCOLOGY III(v.4001),AKR1B1,OID05428
Olink ONCOLOGY III(v.4001),SCG2,OID05429
Olink ONCOLOGY III(v.4001),RFNG,OID05430
Olink ONCOLOGY III(v.4001),MLN,OID05431
Olink ONCOLOGY III(v.4001),TNFAIP8,OID05432
Olink ONCOLOGY III(v.4001),AIF1,OID05433
Olink ONCOLOGY III(v.4001),ARHGAP25,OID05434
Olink ONCOLOGY III(v.4001),IL1B,OID05435
Olink ONCOLOGY III(v.4001),CCT5,OID05436
Olink ONCOLOGY III(v.4001),CASP2,OID05437
Olink ONCOLOGY III(v.4001),ELOA,OID05438
Olink ONCOLOGY III(v.4001),NCS1,OID05439
Olink ONCOLOGY III(v.4001),LSP1,OID05440
Olink ONCOLOGY III(v.4001),AFP,OID05441
Olink ONCOLOGY III(v.4001),GOPC,OID05442
Olink ONCOLOGY III(v.4001),USO1,OID05443
Olink ONCOLOGY III(v.4001),CNPY2,OID05444
Olink ONCOLOGY III(v.4001),9-Sep,OID05447
Olink ONCOLOGY III(v.4001),AIMP1,OID05448
Olink ONCOLOGY III(v.4001),SCGN,OID05449
Olink ONCOLOGY III(v.4001),CDC27,OID05450
Olink ONCOLOGY III(v.4001),TXNDC15,OID05451
Olink ONCOLOGY III(v.4001),ICAM 5,OID05452
Olink ONCOLOGY III(v.4001),FUS,OID05453
Olink ONCOLOGY III(v.4001),PTP4A1,OID05454
Olink ONCOLOGY III(v.4001),FOXO3,OID05455
Olink ONCOLOGY III(v.4001),VWA1,OID05456
Olink ONCOLOGY III(v.4001),FLT3,OID05457
Olink ONCOLOGY III(v.4001),COL9A1,OID05458
Olink ONCOLOGY III(v.4001),BRK1,OID05459
Olink ONCOLOGY III(v.4001),NELL1,OID05460
Olink ONCOLOGY III(v.4001),SFTPA1,OID05461
Olink ONCOLOGY III(v.4001),VPS37A,OID05462
Olink ONCOLOGY III(v.4001),DRG2,OID05463
Olink ONCOLOGY III(v.4001),HMBS,OID05464
Olink ONCOLOGY III(v.4001),CLIP2,OID05465
Olink ONCOLOGY III(v.4001),CXCL14,OID05466
Olink ONCOLOGY III(v.4001),HSPB6,OID05467
Olink ONCOLOGY III(v.4001),ATP6V1D,OID05468
Olink ONCOLOGY III(v.4001),LAP3,OID05469
Olink ONCOLOGY III(v.4001),LACTB2,OID05470
Olink ONCOLOGY III(v.4001),HBQ1,OID05471
Olink ONCOLOGY III(v.4001),SCLY,OID05472
Olink ONCOLOGY III(v.4001),MYO9B,OID05473
Olink ONCOLOGY III(v.4001),CD300E,OID05474
Olink ONCOLOGY III(v.4001),SPINK4,OID05475
Olink ONCOLOGY III(v.4001),YTHDF3,OID05476
Olink ONCOLOGY III(v.4001),CDHR2,OID05477
Olink ONCOLOGY III(v.4001),CPVL,OID05478
Olink ONCOLOGY III(v.4001),ICAM4,OID05479
Olink ONCOLOGY III(v.4001),PSMD9,OID05480
Olink ONCOLOGY III(v.4001),ACTN4,OID05481
Olink ONCOLOGY III(v.4001),VPS53,OID05482
Olink ONCOLOGY III(v.4001),CALCOCO1,OID05483
Olink ONCOLOGY III(v.4001),UBAC1,OID05484
Olink ONCOLOGY III(v.4001),GGA1,OID05485
Olink ONCOLOGY III(v.4001),PTPRM,OID05486
Olink ONCOLOGY III(v.4001),GALNT7,OID05487
Olink ONCOLOGY III(v.4001),FLT1,OID05488
Olink ONCOLOGY III(v.4001),VAT1,OID05489
Olink ONCOLOGY III(v.4001),TPT1,OID05490
Olink ONCOLOGY III(v.4001),L1CAM,OID05491
Olink ONCOLOGY III(v.4001),GPA33,OID05492
Olink ONCOLOGY III(v.4001),HLA-E,OID05493
Olink ONCOLOGY III(v.4001),PCDH1,OID05494
Olink ONCOLOGY III(v.4001),NPY,OID05495
Olink ORGAN DAMAGE(v.3311),CLSPN,OID01028
Olink ORGAN DAMAGE(v.3311),DSG4,OID01029
Olink ORGAN DAMAGE(v.3311),LRP1,OID01030
Olink ORGAN DAMAGE(v.3311),CLEC1A,OID01031
Olink ORGAN DAMAGE(v.3311),PXN,OID01032
Olink ORGAN DAMAGE(v.3311),SMAD1,OID01033
Olink ORGAN DAMAGE(v.3311),ALDH3A1,OID01034
Olink ORGAN DAMAGE(v.3311),CSNK1D,OID01035
Olink ORGAN DAMAGE(v.3311),TOP2B,OID01036
Olink ORGAN DAMAGE(v.3311),AMN,OID01037
Olink ORGAN DAMAGE(v.3311),PGF,OID01493
Olink ORGAN DAMAGE(v.3311),MVK,OID01039
Olink ORGAN DAMAGE(v.3311),ADGRG1,OID01040
Olink ORGAN DAMAGE(v.3311),TIGAR,OID01041
Olink ORGAN DAMAGE(v.3311),ENAH,OID01042
Olink ORGAN DAMAGE(v.3311),EPO,OID01043
Olink ORGAN DAMAGE(v.3311),PDGFC,OID01044
Olink ORGAN DAMAGE(v.3311),AGR2,OID01045
Olink ORGAN DAMAGE(v.3311),PRKAB1,OID01046
Olink ORGAN DAMAGE(v.3311),DPP6,OID01047
Olink ORGAN DAMAGE(v.3311),AIFM1,OID01048
Olink ORGAN DAMAGE(v.3311),BAMBI,OID01049
Olink ORGAN DAMAGE(v.3311),CAPG,OID01050
Olink ORGAN DAMAGE(v.3311),BID,OID01051
Olink ORGAN DAMAGE(v.3311),NUCB2,OID01052
Olink ORGAN DAMAGE(v.3311),NOS3,OID01053
Olink ORGAN DAMAGE(v.3311),TNNI3,OID01054
Olink ORGAN DAMAGE(v.3311),CES2,OID01055
Olink ORGAN DAMAGE(v.3311),INPPL1,OID01056
Olink ORGAN DAMAGE(v.3311),SIRT5,OID01057
Olink ORGAN DAMAGE(v.3311),ST3GAL1,OID01058
Olink ORGAN DAMAGE(v.3311),FES,OID01059
Olink ORGAN DAMAGE(v.3311),KIR3DL1,OID05125
Olink ORGAN DAMAGE(v.3311),CA14,OID01061
Olink ORGAN DAMAGE(v.3311),RCOR1,OID01062
Olink ORGAN DAMAGE(v.3311),LTA4H,OID01063
Olink ORGAN DAMAGE(v.3311),EDIL3,OID01064
Olink ORGAN DAMAGE(v.3311),FOXO1,OID01065
Olink ORGAN DAMAGE(v.3311),CA12,OID01066
Olink ORGAN DAMAGE(v.3311),PLIN1,OID01067
Olink ORGAN DAMAGE(v.3311),PRKRA,OID01068
Olink ORGAN DAMAGE(v.3311),PPM1B,OID01069
Olink ORGAN DAMAGE(v.3311),YES1,OID01070
Olink ORGAN DAMAGE(v.3311),ENTPD2,OID01071
Olink ORGAN DAMAGE(v.3311),PDP1,OID01072
Olink ORGAN DAMAGE(v.3311),VASH1,OID01073
Olink ORGAN DAMAGE(v.3311),LAT2,OID01074
Olink ORGAN DAMAGE(v.3311),KIM1_,OID01075
Olink ORGAN DAMAGE(v.3311),STX8,OID01076
Olink ORGAN DAMAGE(v.3311),ERBB2IP,OID01077
Olink ORGAN DAMAGE(v.3311),RASA1,OID01078
Olink ORGAN DAMAGE(v.3311),MAEA,OID01079
Olink ORGAN DAMAGE(v.3311),GALNT10,OID01080
Olink ORGAN DAMAGE(v.3311),BTC,OID01081
Olink ORGAN DAMAGE(v.3311),PON2,OID01082
Olink ORGAN DAMAGE(v.3311),MAGED1,OID01083
Olink ORGAN DAMAGE(v.3311),NPPC,OID01084
Olink ORGAN DAMAGE(v.3311),BANK1,OID01085
Olink ORGAN DAMAGE(v.3311),PLXDC1,OID01086
Olink ORGAN DAMAGE(v.3311),NBN,OID01087
Olink ORGAN DAMAGE(v.3311),MAX,OID01088
Olink ORGAN DAMAGE(v.3311),ENTPD6,OID01089
Olink ORGAN DAMAGE(v.3311),MAP4K5,OID01090
Olink ORGAN DAMAGE(v.3311),ITGB1BP1,OID01091
Olink ORGAN DAMAGE(v.3311),NUB1,OID01092
Olink ORGAN DAMAGE(v.3311),RARRES1,OID01093
Olink ORGAN DAMAGE(v.3311),RASSF2,OID01094
Olink ORGAN DAMAGE(v.3311),CALCA,OID01095
Olink ORGAN DAMAGE(v.3311),CRH,OID01096
Olink ORGAN DAMAGE(v.3311),METAP1,OID01097
Olink ORGAN DAMAGE(v.3311),PDCD1,OID01098
Olink ORGAN DAMAGE(v.3311),PTN,OID01099
Olink ORGAN DAMAGE(v.3311),SERPINA9,OID01100
Olink ORGAN DAMAGE(v.3311),ATP6AP2,OID01101
Olink ORGAN DAMAGE(v.3311),NCF2,OID01102
Olink ORGAN DAMAGE(v.3311),FGR,OID01103
Olink ORGAN DAMAGE(v.3311),PSMA1,OID01104
Olink ORGAN DAMAGE(v.3311),HPGDS,OID01105
Olink ORGAN DAMAGE(v.3311),STXBP3,OID01106
Olink ORGAN DAMAGE(v.3311),FKBP1B,OID01107
Olink ORGAN DAMAGE(v.3311),CNTN2,OID01108
Olink ORGAN DAMAGE(v.3311),WAS,OID01109
Olink ORGAN DAMAGE(v.3311),PTPRJ,OID01110
Olink ORGAN DAMAGE(v.3311),RRM2B,OID01111
Olink ORGAN DAMAGE(v.3311),PTK7,OID01112
Olink ORGAN DAMAGE(v.3311),PVALB,OID01113
Olink ORGAN DAMAGE(v.3311),EGFL7,OID01114
Olink ORGAN DAMAGE(v.3311),FABP9,OID01115
Olink ORGAN DAMAGE(v.3311),TMPRSS15,OID01116
Olink ORGAN DAMAGE(v.3311),LHB,OID01117
Olink ORGAN DAMAGE(v.3311),FOSB,OID01118
Olink ORGAN DAMAGE(v.3311),CALR,OID01119
Olink CARDIOMETABOLIC(v.3602),Plate ID,
Olink CARDIOVASCULAR II(v.5006),Plate ID,
Olink CARDIOVASCULAR III(v.6113),Plate ID,
Olink CELL REGULATION(v.3702),Plate ID,
Olink DEVELOPMENT(v.3511),Plate ID,
Olink IMMUNE RESPONSE(v.3203),Plate ID,
Olink INFLAMMATION(v.3021),Plate ID,
Olink METABOLISM(v.3403),Plate ID,
Olink NEURO EXPLORATORY(v.3911),Plate ID,
Olink NEUROLOGY(v.8012),Plate ID,
Olink ONCOLOGY II(v.7004),Plate ID,
Olink ONCOLOGY III(v.4001),Plate ID,
Olink ORGAN DAMAGE(v.3311),Plate ID,
Olink CARDIOMETABOLIC(v.3602),QC Warning,
Olink CARDIOVASCULAR II(v.5006),QC Warning,
Olink CARDIOVASCULAR III(v.6113),QC Warning,
Olink CELL REGULATION(v.3702),QC Warning,
Olink DEVELOPMENT(v.3511),QC Warning,
Olink IMMUNE RESPONSE(v.3203),QC Warning,
Olink INFLAMMATION(v.3021),QC Warning,
Olink METABOLISM(v.3403),QC Warning,
Olink NEURO EXPLORATORY(v.3911),QC Warning,
Olink NEUROLOGY(v.8012),QC Warning,
Olink ONCOLOGY II(v.7004),QC Warning,
Olink ONCOLOGY III(v.4001),QC Warning,
Olink ORGAN DAMAGE(v.3311),QC Warning,
